brand,model,year,transmission,mileage,fuelType,engineSize
ford, KA,2013,Manual,40289,Petrol,1.2
vauxhall, GTC,2015,Manual,79205,Petrol,1.4
vw, Arteon,2018,Semi-Auto,31593,Diesel,2.0
audi, RS6,2017,Automatic,22558,Petrol,4.0
skoda, Scala,2019,Manual,3570,Petrol,1.0
merc, CLA Class,2016,Automatic,28863,Diesel,2.1
ford, Grand C-MAX,2015,Manual,30858,Petrol,1.0
toyota, Prius,2019,Automatic,3700,Hybrid,1.8
bmw, 6 Series,2017,Automatic,25338,Diesel,3.0
skoda, Scala,2019,Semi-Auto,20,Petrol,1.0
audi, RS3,2019,Semi-Auto,14585,Petrol,2.5
bmw, X7,2019,Semi-Auto,4900,Diesel,3.0
vw, Scirocco,2017,Semi-Auto,28349,Petrol,2.0
merc, CLA Class,2016,Manual,91000,Diesel,2.1
skoda, Yeti,2017,Semi-Auto,10345,Petrol,1.2
bmw, M2,2019,Semi-Auto,1797,Petrol,3.0
toyota, Avensis,2013,Manual,51504,Diesel,2.0
vw, Jetta,2015,Manual,69988,Diesel,2.0
ford, Mustang,2019,Automatic,11,Petrol,2.3
ford, Edge,2018,Automatic,24230,Diesel,2.0
vw, Arteon,2019,Automatic,9956,Petrol,2.0
bmw, X7,2019,Automatic,9811,Diesel,3.0
vw, Scirocco,2017,Semi-Auto,14151,Diesel,2.0
merc, CLS Class,2017,Semi-Auto,46943,Diesel,2.1
vw, Scirocco,2017,Manual,15586,Petrol,1.4
ford, Edge,2017,Automatic,23318,Diesel,2.0
bmw, 7 Series,2017,Automatic,22000,Petrol,6.6
hyundi, I40,2015,Manual,34572,Diesel,1.7
vw, Caddy Maxi Life,2019,Manual,3349,Diesel,2.0
bmw, 7 Series,2018,Semi-Auto,39196,Diesel,3.0
ford, KA,2013,Manual,32966,Petrol,1.2
toyota, Land Cruiser,2014,Automatic,60000,Diesel,4.5
ford, Galaxy,2017,Manual,37614,Diesel,2.0
ford, Puma,2020,Manual,1000,Petrol,1.0
audi, A7,2019,Semi-Auto,4000,Diesel,3.0
ford, Galaxy,2017,Automatic,19921,Diesel,2.0
vw, Amarok,2019,Automatic,8906,Diesel,3.0
vw, Arteon,2019,Semi-Auto,18000,Petrol,2.0
skoda, Rapid,2014,Manual,47989,Petrol,1.2
skoda, Yeti,2017,Automatic,27700,Other,1.2
toyota, Prius,2017,Automatic,52926,Hybrid,1.8
vw, Arteon,2018,Semi-Auto,11555,Petrol,2.0
bmw, i3,2017,Automatic,23956,Other,0.6
skoda, Scala,2019,Manual,3431,Petrol,1.0
bmw, X4,2019,Semi-Auto,12733,Diesel,3.0
audi, Q8,2019,Automatic,7000,Diesel,3.0
skoda, Kamiq,2019,Manual,1234,Petrol,1.5
skoda, Rapid,2019,Manual,12850,Petrol,1.0
toyota, Prius,2016,Automatic,24715,Hybrid,1.8
toyota, Avensis,2017,Manual,29271,Petrol,1.8
vauxhall, Zafira Tourer,2017,Automatic,15411,Petrol,1.4
merc, G Class,2019,Semi-Auto,8691,Diesel,3.0
vw, Caravelle,2019,Automatic,4000,Diesel,2.0
vw, Arteon,2018,Semi-Auto,7829,Diesel,2.0
hyundi, IX35,2013,Automatic,28000,Diesel,2.0
merc, GLS Class,2018,Automatic,16489,Diesel,3.0
skoda, Rapid,2014,Semi-Auto,36792,Petrol,1.4
vw, Scirocco,2015,Manual,28578,Petrol,1.4
merc, GL Class,2016,Automatic,14253,Diesel,3.0
vw, Scirocco,2017,Automatic,16614,Petrol,2.0
audi, A7,2019,Semi-Auto,7968,Diesel,3.0
vw, Tiguan Allspace,2020,Semi-Auto,6000,Diesel,2.0
merc, X-CLASS,2018,Automatic,3500,Diesel,2.3
bmw, 7 Series,2019,Semi-Auto,101,Diesel,3.0
ford, Grand C-MAX,2017,Manual,62833,Diesel,1.5
skoda, Scala,2019,Manual,4990,Petrol,1.0
audi, A7,2014,Automatic,42709,Diesel,3.0
bmw, M6,2016,Semi-Auto,26642,Petrol,4.4
merc, GL Class,2014,Manual,23888,Diesel,2.1
skoda, Rapid,2017,Manual,39000,Petrol,1.2
vw, Arteon,2019,Automatic,5043,Petrol,2.0
hyundi, I40,2017,Manual,9225,Diesel,1.7
ford, Edge,2017,Automatic,31000,Diesel,2.0
vw, Scirocco,2016,Automatic,41284,Diesel,2.0
merc, CLS Class,2018,Semi-Auto,18559,Diesel,2.9
ford, Edge,2019,Semi-Auto,9685,Diesel,2.0
bmw, M4,2020,Semi-Auto,6,Petrol,3.0
merc, S Class,2015,Automatic,8051,Petrol,4.7
vw, California,2019,Automatic,10080,Diesel,2.0
vw, Tiguan Allspace,2020,Semi-Auto,5000,Diesel,2.0
audi, S4,2007,Manual,101000,Petrol,4.2
vw, Beetle,2015,Manual,48000,Petrol,1.4
audi, A7,2019,Semi-Auto,13502,Diesel,2.0
bmw, 7 Series,2014,Automatic,59640,Diesel,3.0
bmw, M4,2019,Semi-Auto,9244,Petrol,3.0
toyota, Prius,2016,Automatic,31055,Hybrid,1.8
merc, M Class,2014,Automatic,50974,Diesel,3.0
ford, Puma,2020,Manual,2548,Petrol,1.0
merc, SLK,2014,Semi-Auto,50027,Diesel,2.0
hyundi, I40,2015,Manual,41050,Diesel,1.7
bmw, 7 Series,2019,Semi-Auto,7606,Diesel,3.0
bmw, M4,2020,Semi-Auto,105,Petrol,3.0
bmw, X4,2020,Semi-Auto,11,Diesel,3.0
skoda, Roomster,2015,Manual,24600,Diesel,1.6
skoda, Rapid,2017,Manual,10000,Petrol,1.2
skoda, Scala,2019,Semi-Auto,1211,Petrol,1.5
ford, Grand C-MAX,2016,Manual,29592,Diesel,1.5
skoda, Yeti,2014,Semi-Auto,14569,Petrol,1.2
ford, Grand C-MAX,2016,Manual,59478,Petrol,1.0
vw, Scirocco,2016,Automatic,25564,Diesel,2.0
skoda, Scala,2020,Semi-Auto,1000,Petrol,1.5
hyundi, IX35,2013,Manual,34500,Diesel,1.7
hyundi, IX20,2017,Manual,7609,Petrol,1.4
ford, Galaxy,2013,Manual,45987,Diesel,1.6
toyota, Prius,2017,Automatic,43960,Hybrid,1.8
toyota, Verso,2017,Semi-Auto,17145,Petrol,1.8
audi, RS3,2015,Semi-Auto,49000,Petrol,2.5
ford, Tourneo Connect,2019,Manual,4605,Diesel,1.5
audi, R8,2007,Automatic,39000,Petrol,4.2
hyundi, I800,2019,Automatic,1477,Diesel,2.5
vw, Scirocco,2018,Manual,10416,Diesel,2.0
hyundi, IX20,2016,Manual,8648,Petrol,1.4
toyota, Prius,2009,Automatic,57861,Hybrid,1.8
merc, X-CLASS,2017,Automatic,22500,Diesel,2.3
merc, CLS Class,2016,Semi-Auto,39652,Diesel,3.0
hyundi, IX20,2017,Automatic,9595,Petrol,1.6
vw, Caddy Maxi Life,2018,Manual,9626,Diesel,2.0
hyundi, IX20,2015,Manual,42858,Petrol,1.4
toyota, Avensis,2014,Manual,51353,Diesel,2.0
ford, Grand C-MAX,2012,Manual,71848,Petrol,1.6
merc, GLS Class,2017,Automatic,25605,Diesel,3.0
vauxhall, Zafira Tourer,2017,Automatic,15000,Petrol,1.4
hyundi, I40,2019,Manual,10,Diesel,1.6
vw, Beetle,2015,Manual,32800,Petrol,1.2
skoda, Rapid,2013,Manual,53472,Petrol,1.2
toyota, Land Cruiser,2019,Semi-Auto,22845,Diesel,2.8
hyundi, IX35,2014,Manual,64021,Diesel,1.7
bmw, 6 Series,2019,Semi-Auto,6081,Diesel,2.0
merc, GLS Class,2016,Automatic,42924,Diesel,3.0
ford, Mustang,2019,Semi-Auto,756,Petrol,5.0
hyundi, Santa Fe,2019,Semi-Auto,6918,Diesel,2.2
toyota, Prius,2017,Automatic,11996,Hybrid,1.8
hyundi, I800,2019,Automatic,14674,Diesel,2.5
bmw, Z4,2019,Semi-Auto,3140,Petrol,3.0
toyota, Land Cruiser,2013,Automatic,33000,Diesel,3.0
ford, Grand C-MAX,2017,Manual,12124,Diesel,1.5
merc, CLA Class,2016,Automatic,32150,Diesel,2.1
merc, V Class,2016,Manual,21981,Diesel,2.1
hyundi, IX35,2013,Manual,91001,Diesel,1.7
vw, Arteon,2019,Automatic,9000,Petrol,2.0
vw, Caddy Maxi Life,2017,Manual,25810,Diesel,2.0
hyundi, IX35,2013,Manual,56726,Diesel,1.7
ford, Grand C-MAX,2017,Manual,15077,Diesel,1.5
bmw, X4,2019,Semi-Auto,15118,Petrol,3.0
hyundi, Santa Fe,2017,Manual,26800,Diesel,2.2
merc, V Class,2010,Automatic,259000,Diesel,3.0
merc, S Class,2018,Semi-Auto,5147,Diesel,3.0
merc, GL Class,2018,Automatic,2880,Diesel,2.1
hyundi, I40,2017,Manual,34328,Diesel,1.7
vauxhall, Zafira Tourer,2017,Manual,27629,Petrol,1.4
bmw, X4,2019,Automatic,7555,Diesel,3.0
hyundi, I40,2015,Manual,31979,Diesel,1.7
merc, S Class,2019,Semi-Auto,1257,Petrol,4.0
merc, GLS Class,2019,Automatic,11663,Diesel,3.0
vw, Caddy Maxi Life,2019,Semi-Auto,13857,Diesel,2.0
audi, A8,2017,Automatic,15830,Diesel,3.0
hyundi, IX35,2015,Manual,67648,Diesel,1.7
hyundi, I800,2018,Manual,33887,Diesel,2.5
toyota, Hilux,2020,Automatic,5000,Diesel,2.4
vw, Scirocco,2017,Manual,19804,Petrol,2.0
merc, CLS Class,2017,Semi-Auto,36402,Diesel,3.0
vw, Arteon,2019,Semi-Auto,13005,Petrol,1.5
merc, GL Class,2017,Automatic,18345,Diesel,2.1
hyundi, IX20,2013,Manual,35300,Petrol,1.4
skoda, Rapid,2019,Manual,12850,Petrol,1.0
vauxhall, Combo Life,2019,Manual,7000,Diesel,1.5
vw, CC,2014,Manual,72719,Diesel,2.0
hyundi, Getz,2007,Manual,90800,Petrol,1.1
vw, Shuttle,2018,Manual,19712,Diesel,2.0
bmw, 7 Series,2016,Semi-Auto,20619,Diesel,3.0
skoda, Rapid,2015,Manual,76160,Diesel,1.6
bmw, 8 Series,2019,Automatic,10000,Diesel,3.0
ford, Edge,2016,Manual,52000,Diesel,2.0
toyota, Prius,2017,Automatic,36000,Hybrid,1.8
toyota, Camry,2019,Automatic,5059,Hybrid,2.5
vw, Scirocco,2015,Semi-Auto,46463,Diesel,2.0
audi, RS4,2019,Automatic,6000,Petrol,2.9
bmw, M4,2019,Semi-Auto,4500,Petrol,3.0
bmw, 6 Series,2013,Automatic,52635,Diesel,3.0
audi, R8,2014,Automatic,35000,Petrol,5.2
vw, Arteon,2019,Semi-Auto,5107,Diesel,2.0
vauxhall, GTC,2015,Manual,54071,Diesel,1.6
merc, GL Class,2015,Automatic,39775,Diesel,2.1
skoda, Yeti,2016,Manual,29426,Petrol,1.2
bmw, 8 Series,2020,Semi-Auto,101,Diesel,3.0
vw, CC,2013,Manual,69811,Diesel,2.0
skoda, Rapid,2017,Manual,20795,Petrol,1.2
vw, Arteon,2019,Semi-Auto,15,Petrol,2.0
vauxhall, Zafira Tourer,2017,Automatic,34416,Petrol,1.4
hyundi, IX20,2019,Manual,3850,Petrol,1.6
vw, Scirocco,2016,Manual,35730,Diesel,2.0
skoda, Rapid,2017,Manual,40700,Petrol,1.2
merc, V Class,2019,Automatic,4362,Diesel,2.2
skoda, Scala,2019,Automatic,200,Petrol,1.5
bmw, Z4,2014,Automatic,44027,Petrol,2.0
hyundi, I800,2018,Manual,39010,Diesel,2.5
vw, Jetta,2016,Automatic,34567,Diesel,2.0
merc, M Class,2013,Semi-Auto,84413,Diesel,2.1
audi, A7,2018,Semi-Auto,6850,Diesel,3.0
vw, Arteon,2019,Manual,10,Diesel,2.0
bmw, M4,2020,Semi-Auto,17,Petrol,3.0
ford, Grand C-MAX,2011,Manual,64000,Petrol,1.6
toyota, Prius,2019,Automatic,5278,Other,1.8
audi, Q8,2020,Semi-Auto,2000,Diesel,3.0
hyundi, I800,2018,Manual,31007,Diesel,2.5
merc, GL Class,2017,Manual,14602,Diesel,2.1
ford, Galaxy,2013,Automatic,52100,Diesel,2.0
bmw, X6,2019,Automatic,3000,Petrol,3.0
ford, KA,2011,Manual,50425,Petrol,1.2
merc, GL Class,2017,Automatic,47424,Diesel,2.1
vauxhall, GTC,2015,Manual,31156,Petrol,1.6
toyota, Prius,2016,Automatic,41487,Hybrid,1.8
merc, CLS Class,2017,Semi-Auto,27354,Diesel,3.0
audi, A7,2017,Automatic,40763,Diesel,3.0
ford, KA,2015,Manual,42429,Petrol,1.2
bmw, X7,2019,Automatic,7278,Diesel,3.0
bmw, M2,2018,Semi-Auto,6120,Petrol,3.0
merc, V Class,2017,Automatic,86000,Diesel,2.1
merc, X-CLASS,2019,Automatic,500,Diesel,2.3
vw, CC,2016,Semi-Auto,43308,Diesel,2.0
vw, Arteon,2019,Automatic,10000,Diesel,2.0
merc, CLS Class,2012,Automatic,46283,Petrol,5.5
merc, CLS Class,2019,Automatic,4011,Diesel,2.9
toyota, Verso,2016,Manual,14103,Petrol,1.6
audi, RS6,2016,Automatic,29000,Petrol,4.0
toyota, Prius,2019,Automatic,5000,Other,1.8
hyundi, IX20,2015,Manual,23989,Petrol,1.4
toyota, Prius,2018,Automatic,4623,Hybrid,1.8
vw, Caravelle,2019,Semi-Auto,3800,Diesel,2.0
skoda, Rapid,2017,Manual,15300,Petrol,1.2
hyundi, IX20,2016,Manual,28221,Diesel,1.6
skoda, Scala,2019,Manual,10889,Petrol,1.0
vw, Caddy Life,2020,Manual,1724,Diesel,2.0
skoda, Scala,2019,Manual,7000,Petrol,1.0
skoda, Scala,2020,Manual,1000,Petrol,1.0
vw, Scirocco,2009,Automatic,112000,Petrol,2.0
ford, KA,2014,Manual,50452,Petrol,1.2
ford, Grand C-MAX,2018,Automatic,1298,Diesel,1.5
bmw, 6 Series,2016,Automatic,45360,Diesel,3.0
merc, X-CLASS,2019,Automatic,16500,Diesel,2.3
vw, Jetta,2015,Manual,59854,Diesel,2.0
vw, Beetle,2001,Manual,47729,Petrol,2.0
skoda, Yeti,2016,Semi-Auto,23858,Petrol,1.2
hyundi, IX35,2014,Manual,90000,Diesel,1.7
ford, Edge,2016,Automatic,44224,Diesel,2.0
toyota, Hilux,2018,Manual,14646,Diesel,2.4
vw, Beetle,2013,Manual,61410,Diesel,2.0
merc, S Class,2019,Automatic,2983,Diesel,3.0
vauxhall, Combo Life,2019,Manual,8541,Petrol,1.2
bmw, 6 Series,2013,Automatic,62068,Diesel,3.0
bmw, X4,2019,Automatic,9793,Diesel,2.0
audi, A8,2016,Semi-Auto,33620,Diesel,3.0
vw, Scirocco,2015,Manual,48870,Diesel,2.0
ford, KA,2010,Manual,90000,Diesel,1.2
ford, Edge,2016,Manual,11655,Diesel,2.0
ford, Galaxy,2007,Manual,89000,Diesel,1.8
vauxhall, Zafira Tourer,2017,Manual,28831,Diesel,2.0
skoda, Rapid,2016,Manual,52456,Diesel,1.4
vw, Scirocco,2016,Manual,41167,Diesel,2.0
merc, GLS Class,2020,Semi-Auto,3999,Diesel,3.0
vw, Caravelle,2019,Semi-Auto,100,Diesel,2.0
audi, A7,2019,Semi-Auto,933,Diesel,2.0
bmw, X4,2019,Semi-Auto,8098,Diesel,2.0
vw, Caddy Maxi Life,2019,Automatic,63,Diesel,2.0
vauxhall, Combo Life,2019,Manual,7487,Diesel,1.5
merc, GL Class,2016,Manual,30140,Diesel,2.1
hyundi, I40,2018,Manual,37653,Diesel,1.7
vw, Arteon,2020,Semi-Auto,2500,Diesel,2.0
audi, A8,2019,Semi-Auto,5904,Diesel,3.0
bmw, X6,2020,Semi-Auto,3200,Diesel,3.0
ford, Edge,2016,Semi-Auto,15727,Diesel,2.0
vw, Amarok,2017,Automatic,69123,Diesel,3.0
vw, Scirocco,2017,Semi-Auto,37975,Diesel,2.0
ford, Edge,2017,Manual,11841,Diesel,2.0
hyundi, Santa Fe,2019,Semi-Auto,2847,Diesel,2.2
vw, Caddy Life,2017,Manual,15860,Petrol,2.0
vw, Caravelle,2019,Semi-Auto,7801,Diesel,2.0
skoda, Yeti,2016,Semi-Auto,27684,Petrol,1.2
merc, V Class,2019,Automatic,1350,Diesel,2.0
vw, Arteon,2019,Automatic,5000,Petrol,2.0
skoda, Scala,2019,Semi-Auto,8121,Diesel,1.6
merc, GL Class,2016,Automatic,53167,Diesel,2.1
merc, V Class,2019,Semi-Auto,16,Diesel,2.0
vw, Caravelle,2015,Automatic,68443,Diesel,2.0
skoda, Scala,2020,Semi-Auto,55,Petrol,1.0
bmw, M4,2019,Semi-Auto,2373,Petrol,3.0
bmw, X6,2019,Semi-Auto,3455,Diesel,3.0
toyota, Avensis,2016,Manual,40149,Diesel,1.6
audi, RS3,2018,Automatic,17515,Petrol,2.5
skoda, Scala,2019,Manual,4266,Petrol,1.0
skoda, Kamiq,2020,Automatic,10,Petrol,1.6
hyundi, Santa Fe,2020,Automatic,2500,Diesel,2.2
bmw, X7,2020,Semi-Auto,5000,Diesel,3.0
bmw, X6,2016,Semi-Auto,44914,Diesel,3.0
vw, Shuttle,2019,Automatic,10563,Diesel,2.0
audi, RS3,2015,Automatic,27000,Petrol,2.5
bmw, 6 Series,2016,Automatic,43483,Diesel,3.0
merc, CLS Class,2015,Semi-Auto,68353,Diesel,3.0
bmw, 6 Series,2016,Automatic,34000,Diesel,3.0
bmw, X4,2018,Automatic,17878,Diesel,2.0
ford, KA,2014,Manual,40770,Petrol,1.2
toyota, Avensis,2017,Manual,9324,Petrol,1.8
merc, CLA Class,2016,Manual,70869,Diesel,2.1
bmw, 6 Series,2017,Automatic,17942,Petrol,4.4
merc, CLS Class,2019,Automatic,2500,Diesel,2.0
vw, CC,2011,Automatic,74000,Diesel,2.0
bmw, M2,2019,Semi-Auto,1287,Petrol,3.0
merc, CLS Class,2016,Automatic,44753,Diesel,2.1
hyundi, I800,2018,Automatic,32420,Diesel,2.5
merc, CLS Class,2016,Automatic,41253,Diesel,2.1
bmw, M4,2020,Automatic,10,Petrol,3.0
skoda, Yeti,2014,Manual,45505,Diesel,2.0
vw, Scirocco,2016,Automatic,28722,Petrol,2.0
bmw, 7 Series,2018,Semi-Auto,7123,Diesel,3.0
skoda, Kamiq,2019,Semi-Auto,3479,Petrol,1.5
ford, Galaxy,2019,Manual,2815,Diesel,2.0
skoda, Scala,2019,Semi-Auto,5410,Petrol,1.5
hyundi, IX35,2015,Manual,33153,Diesel,1.7
toyota, Verso,2016,Manual,7492,Petrol,1.6
hyundi, I800,2018,Manual,38330,Diesel,2.5
merc, CLS Class,2016,Semi-Auto,25313,Diesel,3.0
ford, Tourneo Connect,2016,Manual,42960,Diesel,1.5
ford, Fusion,2004,Automatic,59300,Petrol,1.4
merc, CLS Class,2018,Semi-Auto,11700,Diesel,3.0
merc, S Class,2005,Automatic,75148,Diesel,3.2
hyundi, Santa Fe,2016,Manual,14785,Diesel,2.2
vw, CC,2016,Manual,18229,Petrol,1.4
ford, Galaxy,2016,Semi-Auto,10121,Diesel,2.0
merc, X-CLASS,2019,Automatic,7500,Diesel,2.3
ford, Grand C-MAX,2018,Manual,19035,Diesel,1.5
ford, Edge,2017,Manual,15500,Diesel,2.0
skoda, Kamiq,2019,Semi-Auto,1001,Petrol,1.0
merc, CLS Class,2018,Semi-Auto,10677,Diesel,2.9
merc, S Class,2015,Semi-Auto,14158,Diesel,3.0
vauxhall, Antara,2013,Manual,55470,Diesel,2.2
toyota, Prius,2019,Automatic,3754,Hybrid,1.8
toyota, Verso,2015,Semi-Auto,88412,Petrol,1.8
bmw, Z4,2019,Automatic,4401,Petrol,3.0
toyota, Hilux,2019,Automatic,7123,Diesel,2.4
hyundi, I40,2016,Manual,15887,Diesel,1.7
bmw, M4,2016,Automatic,800,Petrol,3.0
bmw, 6 Series,2010,Automatic,92642,Diesel,3.0
vw, Tiguan Allspace,2019,Semi-Auto,6539,Diesel,2.0
ford, Mustang,2018,Automatic,9268,Petrol,5.0
toyota, Prius,2016,Automatic,30125,Hybrid,1.8
ford, KA,2014,Manual,33897,Petrol,1.2
audi, A8,2020,Semi-Auto,2000,Diesel,3.0
merc, CLS Class,2019,Semi-Auto,8697,Petrol,3.0
bmw, X4,2018,Semi-Auto,5000,Diesel,3.0
merc, GL Class,2016,Automatic,11684,Diesel,2.1
vauxhall, Combo Life,2019,Automatic,1,Diesel,1.5
merc, S Class,2019,Semi-Auto,1500,Diesel,3.0
audi, Q8,2019,Automatic,10200,Diesel,3.0
bmw, M5,2019,Semi-Auto,4200,Petrol,4.4
toyota, Avensis,2017,Manual,53675,Petrol,1.8
hyundi, IX35,2014,Automatic,44205,Diesel,2.0
bmw, M4,2020,Semi-Auto,700,Petrol,3.0
hyundi, IX35,2014,Manual,94870,Diesel,1.7
merc, S Class,2016,Automatic,14000,Petrol,5.5
toyota, Prius,2016,Automatic,28126,Hybrid,1.8
ford, Grand C-MAX,2017,Manual,10546,Petrol,1.0
merc, V Class,2017,Automatic,2552,Diesel,2.2
ford, Grand C-MAX,2017,Manual,12360,Diesel,1.5
vw, CC,2013,Semi-Auto,55518,Diesel,2.0
merc, SLK,2008,Automatic,78954,Petrol,1.8
bmw, M6,2016,Semi-Auto,19000,Petrol,4.4
merc, CLS Class,2019,Semi-Auto,7444,Diesel,2.9
toyota, Prius,2014,Automatic,23523,Other,1.8
hyundi, I40,2016,Manual,50820,Diesel,1.7
ford, Edge,2016,Semi-Auto,21843,Diesel,2.0
vw, Beetle,2014,Semi-Auto,41587,Petrol,2.0
vauxhall, Combo Life,2019,Manual,4144,Petrol,1.2
skoda, Scala,2019,Manual,1069,Petrol,1.0
toyota, Prius,2016,Automatic,20500,Hybrid,1.8
bmw, M4,2019,Semi-Auto,12000,Petrol,3.0
bmw, Z4,2006,Manual,114000,Petrol,2.0
vw, CC,2016,Manual,33017,Diesel,2.0
skoda, Kamiq,2019,Manual,2678,Petrol,1.0
vauxhall, Combo Life,2019,Manual,6690,Diesel,1.5
skoda, Scala,2019,Manual,2500,Petrol,1.0
ford, Grand Tourneo Connect,2017,Automatic,41445,Diesel,1.5
bmw, Z4,2019,Semi-Auto,9955,Petrol,2.0
toyota, Hilux,2017,Automatic,11517,Diesel,2.4
bmw, 7 Series,2017,Automatic,27791,Diesel,3.0
vw, Arteon,2019,Automatic,4800,Petrol,2.0
bmw, 7 Series,2016,Semi-Auto,34820,Diesel,3.0
merc, CLS Class,2016,Automatic,54195,Diesel,3.0
merc, SLK,2014,Automatic,64130,Diesel,2.1
merc, GLB Class,2020,Automatic,50,Diesel,2.0
vauxhall, Antara,2012,Manual,67686,Diesel,2.2
vw, Arteon,2019,Automatic,2000,Diesel,2.0
merc, V Class,2019,Automatic,1478,Diesel,2.2
skoda, Scala,2020,Manual,4500,Petrol,1.0
toyota, Hilux,2019,Manual,5190,Diesel,2.4
bmw, Z4,2019,Semi-Auto,8004,Petrol,2.0
merc, X-CLASS,2019,Automatic,11479,Diesel,2.3
ford, Galaxy,2018,Semi-Auto,42164,Diesel,2.0
ford, Galaxy,2017,Automatic,41757,Diesel,2.0
bmw, M5,2019,Automatic,1501,Petrol,4.4
merc, V Class,2017,Semi-Auto,32577,Diesel,2.2
bmw, 6 Series,2020,Semi-Auto,101,Petrol,2.0
hyundi, Santa Fe,2019,Semi-Auto,4721,Diesel,2.2
ford, Grand C-MAX,2016,Automatic,15146,Diesel,1.5
vauxhall, Combo Life,2019,Manual,8478,Diesel,1.5
skoda, Kamiq,2019,Manual,2000,Petrol,1.0
vw, Scirocco,2015,Manual,30212,Petrol,1.4
audi, R8,2014,Semi-Auto,19800,Petrol,4.2
vw, Scirocco,2016,Manual,34995,Petrol,1.4
bmw, 6 Series,2015,Semi-Auto,37175,Diesel,3.0
ford, Tourneo Custom,2019,Manual,100,Diesel,2.0
hyundi, Santa Fe,2014,Manual,52236,Diesel,2.2
vw, Arteon,2019,Automatic,500,Petrol,1.5
bmw, X4,2019,Semi-Auto,7272,Diesel,2.0
vw, Arteon,2019,Automatic,5907,Petrol,2.0
vw, Arteon,2019,Automatic,2917,Diesel,2.0
merc, V Class,2019,Automatic,10,Diesel,2.2
skoda, Yeti,2016,Semi-Auto,23185,Petrol,1.2
toyota, Hilux,2019,Automatic,17200,Diesel,2.4
hyundi, IX20,2015,Manual,27000,Petrol,1.4
ford, Edge,2019,Automatic,4921,Diesel,2.0
merc, M Class,2010,Automatic,106800,Diesel,3.0
skoda, Scala,2020,Manual,1234,Petrol,1.0
vw, CC,2015,Semi-Auto,32878,Diesel,2.0
bmw, X7,2019,Automatic,2567,Petrol,3.0
ford, Grand C-MAX,2017,Manual,26967,Petrol,1.0
hyundi, Santa Fe,2019,Semi-Auto,5931,Diesel,2.2
hyundi, IX20,2016,Manual,20347,Petrol,1.4
merc, SLK,2001,Automatic,42087,Petrol,2.3
hyundi, I40,2014,Manual,46152,Diesel,1.7
hyundi, I800,2017,Automatic,18000,Diesel,2.5
vauxhall, Combo Life,2020,Manual,3218,Diesel,1.5
hyundi, Santa Fe,2017,Semi-Auto,50595,Diesel,2.2
audi, RS4,2014,Manual,60000,Petrol,4.2
hyundi, I800,2018,Automatic,21600,Diesel,2.5
vauxhall, Zafira Tourer,2017,Manual,15843,Petrol,1.4
hyundi, Santa Fe,2019,Automatic,13100,Diesel,2.2
skoda, Kamiq,2019,Semi-Auto,452,Diesel,1.6
merc, V Class,2020,Semi-Auto,2859,Diesel,2.0
skoda, Kamiq,2019,Semi-Auto,50,Petrol,1.5
merc, V Class,2017,Automatic,34564,Diesel,2.1
vw, Caravelle,2011,Automatic,53000,Diesel,2.0
ford, Galaxy,2010,Manual,92000,Diesel,2.0
merc, GL Class,2015,Automatic,45712,Diesel,3.0
merc, CLS Class,2015,Semi-Auto,40270,Diesel,3.0
hyundi, I40,2019,Manual,10,Diesel,1.6
skoda, Yeti,2010,Manual,101145,Petrol,1.2
merc, CLS Class,2015,Automatic,51974,Diesel,2.1
skoda, Rapid,2017,Manual,33402,Petrol,1.0
skoda, Scala,2019,Semi-Auto,5449,Petrol,1.5
vw, Caddy Maxi Life,2019,Semi-Auto,13309,Diesel,2.0
skoda, Kamiq,2020,Manual,11,Petrol,1.5
hyundi, Santa Fe,2019,Automatic,1791,Diesel,2.2
bmw, X6,2019,Semi-Auto,1500,Diesel,3.0
audi, A8,2018,Automatic,15486,Diesel,3.0
vw, Arteon,2019,Automatic,8988,Petrol,1.5
bmw, M4,2018,Automatic,16000,Petrol,3.0
vauxhall, Zafira Tourer,2017,Manual,28565,Petrol,1.4
skoda, Roomster,2011,Automatic,56000,Petrol,1.2
hyundi, IX35,2014,Manual,50664,Diesel,1.7
vw, Tiguan Allspace,2019,Semi-Auto,7442,Diesel,2.0
vw, Caravelle,2019,Semi-Auto,14751,Diesel,2.0
vw, Arteon,2019,Manual,10,Diesel,2.0
hyundi, IX20,2016,Manual,20063,Petrol,1.4
vauxhall, Zafira Tourer,2017,Manual,8131,Petrol,1.4
vw, Scirocco,2015,Automatic,47313,Diesel,2.0
bmw, Z4,2019,Semi-Auto,8998,Petrol,2.0
merc, X-CLASS,2018,Automatic,14500,Diesel,2.3
bmw, X6,2020,Automatic,7486,Diesel,3.0
vauxhall, GTC,2015,Manual,36429,Petrol,1.6
ford, Puma,2019,Manual,2000,Petrol,1.0
merc, S Class,2018,Automatic,1952,Petrol,4.0
ford, Grand C-MAX,2017,Semi-Auto,10295,Diesel,1.5
ford, Tourneo Custom,2015,Manual,13016,Diesel,2.2
vw, Beetle,2014,Manual,11000,Diesel,1.6
ford, Edge,2019,Automatic,1657,Diesel,2.0
toyota, GT86,2016,Manual,14000,Petrol,2.0
merc, CLS Class,2019,Semi-Auto,12000,Diesel,2.9
audi, A8,2018,Semi-Auto,12640,Diesel,3.0
vw, Amarok,2019,Automatic,12500,Diesel,3.0
